Employee No,Profit Center,Employee Name,Employee Position,Employee Location,People Group,Employee Category,Supervisor name,Join Date,Current Status,Termination Date,Total Hours,Total Available Hours,Work Hours,Leave Hours,Training Hours,BD Hours,NC Hours,Utilization%,Tenure
625,PC - 5,Anselma Kellen,Level 7,Location 1,Client Service Staff,Confirmed Staff,Guenevere Florida,2016-06-30,Active,2021-11-30,1720,1572.0,1536.0,112.0,36.0,0.0,136.0,0.9770992366412213,1979
626,PC - 6,Irita Allsun,Level 8,Location 1,Client Service Staff,Confirmed Staff,Gert Editha,2016-06-30,Active,2021-11-30,1720,1529.5,1410.0,136.0,54.5,0.0,129.5,0.9218698921216084,1979
627,PC - 3,Grete Devonne,Level 7,Location 4,Client Service Staff,Confirmed Staff,Genvieve Celeste,2016-06-30,Active,2021-11-30,1720,1416.0,1480.0,200.0,104.0,0.0,343.5,1.0451977401129944,1979
628,PC - 3,Hazel Carolina,Level 7,Location 2,Client Service Staff,Confirmed Staff,Cristina Maren,2016-06-30,Active,2021-11-30,1720,1464.5,1099.0,144.0,111.5,0.0,478.0,0.7504267668146125,1979
629,PC - 3,Erena Malanie,Level 7,Location 5,Client Service Staff,Confirmed Staff,Deloris Gabriella,2016-06-30,Active,2021-11-30,1720,1507.5,746.0,128.0,84.5,0.0,864.5,0.4948590381426202,1979
630,PC - 2,Cosetta Daloris,Level 8,Location 7,Client Service Staff,Serving Notice Period,Aimil Latisha,2016-06-30,Active,2021-11-30,1720,1372.0,1108.0,228.0,120.0,0.0,546.0,0.8075801749271136,1979
631,PC - 2,Ailyn Marie-Ann,Level 8,Location 7,Client Service Staff,Serving Notice Period,Aimil Latisha,2016-06-30,Active,2021-11-30,1720,1447.0,1488.0,168.0,105.0,0.0,466.5,1.0283344851416725,1979
632,PC - 2,Maud Walliw,Level 8,Location 7,Client Service Staff,Confirmed Staff,Tatiana Roxanna,2016-06-30,Active,2021-11-30,1720,1416.0,1032.0,188.0,116.0,0.0,762.0,0.7288135593220338,1979
633,PC - 2,Zsa Zsa Flo,Level 8,Location 7,Client Service Staff,Confirmed Staff,Tatiana Roxanna,2016-06-30,Active,2021-11-30,1720,1450.0,1242.0,168.0,102.0,0.0,258.0,0.856551724137931,1979
634,PC - 2,Aliza Renee,Level 8,Location 7,Client Service Staff,Confirmed Staff,Tatiana Roxanna,2016-06-30,Active,2021-11-30,1720,1406.85,954.0,208.0,105.15,8.0,676.85,0.6781106727796141,1979
635,PC - 2,Hendrika Nettle,Level 7,Location 7,Client Service Staff,Confirmed Staff,Sile Lorrie,2016-06-30,Active,2021-11-30,1720,1524.0,1492.0,112.0,84.0,0.0,78.0,0.979002624671916,1979
636,PC - 6,Susi Zarla,Level 8,Location 7,Client Service Staff,Confirmed Staff,Cassandra Katerina,2016-06-30,Active,2021-11-30,1720,1492.5,551.0,172.0,55.5,0.0,1061.0,0.369179229480737,1979
637,PC - 6,Rhetta Beverlie,Level 8,Location 7,Client Service Staff,Confirmed Staff,Leta Evangeline,2016-06-30,Active,2021-11-30,1720,1500.5,644.0,164.0,55.5,0.0,904.5,0.42919026991003,1979
638,PC - 2,Joellen Brigida,Level 8,Location 7,Client Service Staff,Confirmed Staff,Dora Jobi,2016-06-30,Active,2021-11-30,1720,1468.5,726.0,140.0,111.5,0.0,786.5,0.4943820224719101,1979
639,PC - 2,Kinna Dotty,Level 8,Location 7,Client Service Staff,Serving Notice Period,Tallulah Kassia,2016-06-30,Resigned,2016-11-30,864,704.5,464.0,64.0,95.5,0.0,377.5,0.6586231369765791,153
640,PC - 2,Amitie Judith,Level 8,Location 7,Client Service Staff,Confirmed Staff,Tallulah Kassia,2016-06-30,Active,2021-11-30,1720,1454.0,922.0,148.0,118.0,0.0,687.5,0.6341127922971114,1979
641,PC - 1,Prisca Bobinette,Level 8,Location 3,Client Service Staff,Awaiting Termination,Blondy Tatiania,2016-06-30,Active,2021-11-30,1720,1482.0,1352.0,152.0,86.0,0.0,162.0,0.9122807017543859,1979
642,PC - 2,Zulema Ainslee,Level 8,Location 7,Client Service Staff,Confirmed Staff,Dannie Clotilda,2016-06-30,Active,2021-11-30,1720,1422.0,745.5,188.0,110.0,0.0,708.5,0.5242616033755274,1979
643,PC - 2,Dorothy Annice,Level 8,Location 7,Client Service Staff,Confirmed Staff,Dannie Clotilda,2016-06-30,Active,2021-11-30,1720,1458.5,992.0,152.0,109.5,0.0,651.5,0.6801508399040109,1979
644,PC - 2,Liza Lynna,Level 8,Location 7,Client Service Staff,Serving Notice Period,Laetitia Yoshi,2016-06-30,Resigned,2016-11-30,856,664.0,0.0,84.0,108.0,4.0,724.0,0.0,153
645,PC - 2,Willa Naoma,Level 8,Location 7,Client Service Staff,Serving Notice Period,Terza Gwyn,2016-06-30,Active,2021-11-30,1720,1405.0,598.5,196.0,119.0,0.0,926.5,0.42597864768683275,1979
646,PC - 5,Edie Pierette,Level 8,Location 7,Client Service Staff,Confirmed Staff,Rosabella Arlina,2016-06-30,Active,2021-11-30,1720,1548.5,448.0,104.0,67.5,0.0,1150.0,0.28931223764933806,1979
647,PC - 2,Basia Krissy,Level 7,Location 9,Client Service Staff,Confirmed Staff,Jolyn Briney,2016-06-30,Active,2021-11-30,1720,1391.5,1400.0,192.0,136.5,0.0,109.0,1.006108515989939,1979
648,PC - 2,Helenka Gwenny,Level 8,Location 9,Client Service Staff,Serving Notice Period,Orelee Hanna,2016-06-30,Resigned,2016-09-30,616,535.0,112.0,8.0,73.0,0.0,447.0,0.20934579439252338,92
649,PC - 3,Angelika Lynett,Level 8,Location 2,Client Service Staff,Confirmed Staff,Cristina Maren,2016-06-30,Active,2021-11-30,1720,1489.0,1193.5,128.0,103.0,0.0,426.5,0.8015446608462055,1979
650,PC - 3,Jacqui Willie,Level 8,Location 2,Client Service Staff,Confirmed Staff,Cristina Maren,2016-06-30,Active,2021-11-30,1720,1426.5,1332.0,184.0,109.5,0.0,507.0,0.9337539432176656,1979
651,PC - 1,Charla Anthea,Level 8,Location 3,Client Service Staff,Confirmed Staff,Vinni Calypso,2016-06-30,Active,2021-11-30,1720,1542.5,1315.0,104.0,73.5,0.0,261.5,0.8525121555915721,1979
652,PC - 1,Rhea Roshelle,Level 8,Location 3,Client Service Staff,Serving Notice Period,Sybil Georgianna,2016-06-30,Resigned,2017-03-31,1680,1444.5,810.0,184.0,51.5,0.0,642.5,0.5607476635514018,274
653,PC - 1,Chrissie Ivie,Level 6,Location 3,Client Service Staff,Confirmed Staff,Katuscha Pru,2016-06-30,Active,2021-11-30,1720,1487.5,528.0,160.0,72.5,0.0,980.0,0.3549579831932773,1979
654,PC - 1,Carlen Donnamarie,Level 8,Location 3,Client Service Staff,Confirmed Staff,Dionne Ronna,2016-06-30,Active,2021-11-30,1720,1445.0,856.0,184.0,91.0,0.0,654.0,0.5923875432525951,1979
655,PC - 3,Abigail Amabel,Level 7,Location 1,Client Service Staff,Confirmed Staff,Iormina Lucienne,2016-06-30,Active,2021-11-30,1680,1527.0,0.0,120.0,33.0,0.0,1528.0,0.0,1979
656,PC - 1,Maddi Lyndsey,Level 7,Location 3,Client Service Staff,Confirmed Staff,Isahella Gwendolin,2016-06-30,Active,2021-11-30,1680,1456.0,1088.0,152.0,72.0,0.0,409.5,0.7472527472527473,1979
657,PC - 1,Sayre Nadya,Level 7,Location 3,Client Service Staff,Confirmed Staff,Jillana Vivi,2016-06-30,Active,2021-11-30,1680,1438.0,1020.4,176.0,66.0,0.0,433.6,0.709596662030598,1979
658,PC - 3,Charmain Ashlie,Level 6,Location 1,Client Service Staff,Confirmed Staff,Kalindi Toma,2016-06-30,Active,2021-11-30,1680,1517.0,1116.0,120.0,43.0,0.0,455.0,0.7356624917600527,1979
659,PC - 5,Julianne Julina,Level 7,Location 1,Client Service Staff,Confirmed Staff,Morgen Hailee,2016-06-30,Active,2021-11-30,1680,1481.0,1356.0,168.0,31.0,0.0,125.0,0.9155975692099932,1979
660,PC - 2,Leandra Filide,Level 7,Location 7,Client Service Staff,Confirmed Staff,Jillian Lorelei,2016-06-30,Active,2021-11-30,1680,1438.0,1120.0,168.0,74.0,0.0,334.0,0.7788595271210014,1979
661,PC - 5,Mollee Pearle,Level 8,Location 7,Client Service Staff,Confirmed Staff,Hedwiga Mehetabel,2016-06-30,Active,2021-11-30,1680,1409.0,426.0,216.0,55.0,108.0,891.0,0.30234208658623135,1979
662,PC - 3,Alvera Gerianna,Level 8,Location 1,Client Service Staff,Confirmed Staff,Rosalynd Catina,2016-06-30,Active,2021-11-30,1640,1320.4,1161.0,224.0,95.6,0.0,248.4,0.8792790063617085,1979
663,PC - 1,Ranique Aundrea,Level 7,Location 3,Client Service Staff,Confirmed Staff,Cynthia Leonora,2016-06-30,Active,2021-11-30,1640,1424.5,1264.5,152.0,63.5,0.0,253.0,0.8876798876798877,1979
664,PC - 1,Brandi Priscella,Level 8,Location 3,Client Service Staff,Serving Notice Period,Vinni Calypso,2016-06-30,Resigned,2016-11-30,848,736.0,232.0,64.0,48.0,0.0,552.0,0.31521739130434784,153
665,PC - 1,Paula Bridie,Level 8,Location 3,Client Service Staff,Confirmed Staff,Gisella Nickie,2016-06-30,Active,2021-11-30,1640,1353.0,742.0,216.0,71.0,0.0,655.0,0.5484109386548411,1979
666,PC - 3,Adore Ellen,Level 8,Location 1,Client Service Staff,Confirmed Staff,Dottie Bidget,2016-06-30,Active,2021-11-30,1640,1447.0,1424.0,144.0,49.0,0.0,183.0,0.9841050449205252,1979
667,PC - 1,Evangelina Emelita,Level 8,Location 3,Client Service Staff,Confirmed Staff,Conni Athene,2016-06-30,Active,2021-11-30,1640,1523.5,1204.5,64.0,52.5,0.0,319.0,0.7906137184115524,1979
668,PC - 3,Lauryn Claretta,Level 8,Location 1,Client Service Staff,Confirmed Staff,Ophelie Jyoti,2016-06-30,Active,2021-11-30,1640,1298.9,1284.5,208.0,133.1,0.0,115.0,0.9889136962044807,1979
669,PC - 3,Bibi Mallory,Level 8,Location 1,Client Service Staff,Confirmed Staff,Dottie Bidget,2016-06-30,Active,2021-11-30,1640,1379.5,1088.5,152.0,108.5,0.0,382.0,0.7890540050743022,1979
670,PC - 1,Tanya Ilysa,Level 7,Location 3,Client Service Staff,Confirmed Staff,Cynthia Leonora,2016-06-30,Active,2021-11-30,1640,1397.0,784.0,168.0,75.0,0.0,861.0,0.5612025769506085,1979
671,PC - 2,Lenora Nydia,Level 3,Location 9,Client Service Staff,Confirmed Staff,Annnora Gabrielle,2016-06-30,Active,2021-11-30,1600,1583.5,106.0,16.0,0.5,1357.5,120.0,0.06694032207136091,1979
672,PC - 3,Hayley Maurizia,Level 8,Location 1,Client Service Staff,Confirmed Staff,Dottie Bidget,2016-07-31,Active,2021-11-30,1560,1282.5,326.0,184.0,93.5,136.0,245.0,0.2541910331384016,1948
673,PC - 2,Lorelle Willi,Level 7,Location 7,Client Service Staff,Confirmed Staff,Dorotea Inger,2016-07-31,Active,2021-11-30,1560,1344.5,1193.0,164.0,51.5,0.0,201.0,0.8873187058386017,1948
674,PC - 2,Gwenneth Edee,Level 7,Location 7,Client Service Staff,Confirmed Staff,Jillian Lorelei,2016-07-31,Active,2021-11-30,1560,1405.0,1006.0,120.0,35.0,0.0,407.0,0.7160142348754448,1948
675,PC - 1,Josy Latrina,Level 8,Location 3,Client Service Staff,Confirmed Staff,Nerissa Jackquelin,2016-07-31,Active,2021-11-30,1560,1388.0,888.0,128.0,44.0,0.0,585.5,0.6397694524495677,1948
676,PC - 1,Lenka Cilka,Level 8,Location 3,Client Service Staff,Confirmed Staff,Nerissa Jackquelin,2016-07-31,Active,2021-11-30,1560,1323.5,652.0,160.0,76.5,0.0,900.5,0.4926331696259917,1948
677,PC - 3,Randa Sonny,Level 6,Location 1,Client Service Staff,Confirmed Staff,Hedi Elna,2016-07-31,Active,2021-11-30,1560,1492.0,776.0,56.0,12.0,0.0,716.0,0.5201072386058981,1948
678,PC - 3,Cathee Ruthann,Level 6,Location 4,Client Service Staff,Serving Notice Period,Hedi Elna,2016-07-31,Resigned,2017-03-31,1432,1368.0,72.0,48.0,16.0,0.0,1272.0,0.05263157894736842,243
679,PC - 3,Melisent Twyla,Level 8,Location 1,Client Service Staff,Serving Notice Period,Misti Helena,2016-07-31,Resigned,2016-12-31,880,760.0,753.8499999999999,56.0,64.0,0.0,64.0,0.9919078947368419,153
680,PC - 7,Clarette Marijo,Level 8,Location 6,Client Service Staff,Serving Notice Period,Bernice Andrea,2016-07-31,Resigned,2016-09-30,432,366.5,0.0,32.0,33.5,0.0,334.5,0.0,61
681,PC - 2,Xena Hedwig,Level 7,Location 7,Client Service Staff,Confirmed Staff,Nancee Deirdre,2016-07-31,Active,2021-11-30,1560,1364.0,1076.5,156.0,40.0,0.0,295.5,0.7892228739002932,1948
682,PC - 2,Ilyssa Muriel,Level 8,Location 7,Client Service Staff,Confirmed Staff,Chris Ricky,2016-07-31,Active,2021-11-30,1560,1304.84,772.0,184.0,71.16,0.0,644.84,0.5916434198828976,1948
683,PC - 2,Ileane Marcela,Level 8,Location 7,Client Service Staff,Confirmed Staff,Chris Ricky,2016-07-31,Active,2021-11-30,1560,1346.59,942.92,144.0,69.41,8.0,441.09,0.7002279832762757,1948
684,PC - 1,Herminia Barby,Level 8,Location 3,Client Service Staff,Serving Notice Period,Gisella Nickie,2016-07-31,Resigned,2017-05-31,1560,1335.0,839.0,184.0,41.0,0.0,504.0,0.6284644194756555,304
685,PC - 3,Ailey Paloma,Level 8,Location 1,Client Service Staff,Confirmed Staff,Rosalynd Catina,2016-07-31,Active,2021-11-30,1520,1360.0,1360.0,96.0,64.0,0.0,41.0,1.0,1948
686,PC - 3,Wilhelmine Sibilla,Level 8,Location 1,Client Service Staff,Awaiting Termination,Kathye Edna,2016-07-31,Active,2021-11-30,1520,1329.0,1092.0,168.0,23.0,0.0,257.0,0.8216704288939052,1948
687,PC - 5,Cinderella Idette,Level 8,Location 3,Client Service Staff,Confirmed Staff,Gavra Kayle,2016-07-31,Active,2021-11-30,1520,1292.0,984.0,208.0,20.0,0.0,488.0,0.7616099071207431,1948
688,PC - 5,Ella Liana,Level 8,Location 3,Client Service Staff,Confirmed Staff,Luciana Erika,2016-07-31,Active,2021-11-30,1520,1352.0,768.0,152.0,16.0,0.0,768.0,0.5680473372781065,1948
689,PC - 5,Appolonia Phebe,Level 8,Location 3,Client Service Staff,Confirmed Staff,Gavra Kayle,2016-07-31,Active,2021-11-30,1520,1392.0,1224.0,112.0,16.0,0.0,248.0,0.8793103448275862,1948
690,PC - 1,Justinn Angil,Level 6,Location 3,Client Service Staff,Secondee-Outward-With Pay,Alvinia Ede,2016-07-31,Secondment,2021-11-30,1520,1247.0,336.0,232.0,41.0,0.0,991.0,0.2694466720128308,1948
691,PC - 5,Fernande Lettie,Level 8,Location 1,Client Service Staff,Confirmed Staff,Guenevere Florida,2016-07-31,Active,2021-11-30,1520,1274.0,1108.0,160.0,86.0,0.0,200.0,0.869701726844584,1948
692,PC - 5,Carma Corrinne,Level 8,Location 1,Client Service Staff,Serving Notice Period,Guenevere Florida,2016-07-31,Resigned,2016-09-30,432,260.0,116.0,96.0,76.0,0.0,184.0,0.4461538461538462,61
693,PC - 3,Brigit Aeriel,Level 8,Location 1,Client Service Staff,Confirmed Staff,Misti Helena,2016-07-31,Active,2021-11-30,1520,1270.5,1258.5,208.0,41.5,0.0,27.0,0.9905548996458088,1948
694,PC - 3,Corella Sydney,Level 8,Location 1,Client Service Staff,Confirmed Staff,Nanine Prudy,2016-07-31,Active,2021-11-30,1520,1294.0,1090.0,160.0,66.0,0.0,320.5,0.8423493044822257,1948
695,PC - 3,Kelsey Merola,Level 8,Location 1,Client Service Staff,Confirmed Staff,Nanine Prudy,2016-07-31,Active,2021-11-30,1520,1293.0,1309.0,136.0,91.0,0.0,130.0,1.0123743232791957,1948
696,PC - 5,Anne-Corinne Rennie,Level 8,Location 1,Client Service Staff,Serving Notice Period,Guenevere Florida,2016-07-31,Active,2021-11-30,1520,1292.0,1295.0,144.0,84.0,0.0,37.0,1.0023219814241486,1948
697,PC - 3,Debera Fran,Level 8,Location 1,Client Service Staff,Confirmed Staff,Zaneta Arlette,2016-07-31,Active,2021-11-30,1480,1200.0,1115.0,184.0,96.0,0.0,154.0,0.9291666666666667,1948
698,PC - 3,Ag Koo,Level 8,Location 1,Client Service Staff,Confirmed Staff,Iormina Lucienne,2016-07-31,Active,2021-11-30,1480,1162.5,992.0,184.0,133.5,0.0,324.0,0.8533333333333334,1948
699,PC - 1,Torey Anestassia,Level 8,Location 3,Client Service Staff,Confirmed Staff,Margo Opaline,2016-07-31,Active,2021-11-30,1480,1218.5,580.0,160.0,101.5,0.0,834.5,0.47599507591300777,1948
700,PC - 3,Yolanthe Laurella,Level 5,Location 1,Client Service Staff,Confirmed Staff,Marina Garnette,2016-07-31,Active,2021-11-30,1480,1266.0,113.0,128.0,86.0,0.0,1416.0,0.08925750394944708,1948
701,PC - 3,Gilberta Marianna,Level 8,Location 4,Client Service Staff,Confirmed Staff,Genvieve Celeste,2016-07-31,Active,2021-11-30,1480,1164.5,945.0,176.0,139.5,0.0,421.5,0.8115070845856591,1948
702,PC - 3,Kally Thia,Level 8,Location 2,Client Service Staff,Confirmed Staff,Vonni Bethena,2016-07-31,Active,2021-11-30,1480,1250.5,1108.0,136.0,93.5,0.0,326.5,0.8860455817672931,1948
703,PC - 3,Gunilla Lilli,Level 8,Location 1,Client Service Staff,Confirmed Staff,Ali Elsinore,2016-07-31,Active,2021-11-30,1440,1276.0,1068.0,144.0,20.0,270.0,0.0,0.8369905956112853,1948
704,PC - 3,Glen Emelia,Level 8,Location 1,Client Service Staff,Serving Notice Period,Kristina Alleen,2016-07-31,Resigned,2016-12-31,864,723.0,728.0,96.0,45.0,0.0,161.5,1.0069156293222683,153
705,PC - 1,Jenelle Willy,Level 7,Location 3,Client Service Staff,Confirmed Staff,Blondy Tatiania,2016-07-31,Active,2021-11-30,1440,1276.5,724.0,112.0,51.5,0.0,612.0,0.5671758715236976,1948
706,PC - 5,Blithe Ebba,Level 8,Location 3,Client Service Staff,Confirmed Staff,Luciana Erika,2016-07-31,Active,2021-11-30,1440,1280.0,1120.0,144.0,16.0,0.0,168.0,0.875,1948
707,PC - 1,Ilsa Marigold,Level 5,Location 3,Client Service Staff,Confirmed Staff,Alvinia Ede,2016-08-31,Active,2021-11-30,1400,1199.5,273.0,128.0,72.5,0.0,950.5,0.2275948311796582,1917
708,PC - 2,Camille Kiersten,Level 8,Location 9,Client Service Staff,Confirmed Staff,Imelda Madalena,2016-08-31,Active,2021-11-30,1400,1170.0,1178.0,168.0,62.0,4.0,174.0,1.0068376068376068,1917
709,PC - 1,Jacinthe Vally,Level 6,Location 3,Client Service Staff,Serving Notice Period,Ardys Katerine,2016-08-31,Resigned,2016-10-31,480,392.0,190.0,40.0,48.0,0.0,242.0,0.4846938775510204,61
710,PC - 7,Loella Constancia,Level 8,Location 6,Client Service Staff,Confirmed Staff,Bernice Andrea,2016-08-31,Active,2021-11-30,1280,793.0,286.0,459.0,28.0,0.0,515.0,0.36065573770491804,1917
711,PC - 2,Darla Dre,Level 8,Location 9,Client Service Staff,Confirmed Staff,Orelee Hanna,2016-08-31,Active,2021-11-30,1280,1081.0,951.0,160.0,39.0,0.0,138.0,0.879740980573543,1917
712,PC - 3,Florencia Jacquenette,Level 8,Location 1,Client Service Staff,Confirmed Staff,Kathye Edna,2016-08-31,Active,2021-11-30,1240,1115.0,364.0,96.0,29.0,0.0,751.0,0.32645739910313903,1917
713,PC - 5,Camala Christan,Level 8,Location 3,Client Service Staff,Confirmed Staff,Lian Harley,2016-09-30,Active,2021-11-30,1200,985.0,1264.0,200.0,15.0,0.0,49.0,1.283248730964467,1887
714,PC - 2,Robinia Adoree,Level 8,Location 9,Client Service Staff,Confirmed Staff,Orelee Hanna,2016-09-30,Active,2021-11-30,1192,1011.0,928.0,144.0,37.0,0.0,101.0,0.9179030662710188,1887
715,PC - 5,Lynn Patti,Level 8,Location 1,Client Service Staff,Confirmed Staff,Orsa Margeaux,2016-09-30,Active,2021-11-30,1192,1160.0,984.0,16.0,16.0,0.0,184.0,0.8482758620689655,1887
716,PC - 2,Josi Ula,Level 5,Location 7,Client Service Staff,Confirmed Staff,Dorotea Inger,2016-09-30,Active,2021-11-30,1120,1011.5,680.0,64.0,44.5,332.0,0.0,0.6722689075630253,1887
717,PC - 1,Myranda Pamela,Level 7,Location 3,Client Service Staff,Confirmed Staff,Trudey Lissi,2016-09-30,Active,2021-11-30,1120,963.0,0.0,136.0,21.0,0.0,971.0,0.0,1887
718,PC - 6,Ferdinande Halli,Level 7,Location 1,Client Service Staff,Confirmed Staff,Tiena Hatti,2016-09-30,Active,2021-11-30,1080,915.5,947.5,104.0,60.5,0.0,0.0,1.0349535772801748,1887
719,PC - 6,Rhona Pietra,Level 8,Location 1,Client Service Staff,Confirmed Staff,Tiena Hatti,2016-09-30,Active,2021-11-30,1080,940.0,749.0,80.0,60.0,0.0,201.0,0.7968085106382978,1887
720,PC - 2,Gayle Tania,Level 7,Location 7,Client Service Staff,Confirmed Staff,Tamra Joelle,2016-09-30,Active,2021-11-30,1080,953.5,654.0,88.0,38.5,0.0,458.0,0.6858940744625066,1887
721,PC - 2,Halie Crissy,Level 7,Location 7,Client Service Staff,Confirmed Staff,Dorotea Inger,2016-10-31,Active,2021-11-30,960,904.0,632.0,32.0,24.0,0.0,368.0,0.6991150442477876,1856
722,PC - 6,Alta Adaline,Level 8,Location 1,Client Service Staff,Confirmed Staff,Tiena Hatti,2016-10-31,Active,2021-11-30,960,813.0,766.0,64.0,83.0,0.0,117.0,0.942189421894219,1856
723,PC - 6,Missie Clemence,Level 8,Location 1,Client Service Staff,Confirmed Staff,Tiena Hatti,2016-10-31,Active,2021-11-30,920,710.0,700.0,72.0,138.0,0.0,112.0,0.9859154929577465,1856
724,PC - 6,Roxanne Sarette,Level 7,Location 3,Client Service Staff,Confirmed Staff,Stacey Cassey,2016-10-31,Active,2021-11-30,920,896.0,640.0,8.0,16.0,0.0,424.0,0.7142857142857143,1856
725,PC - 1,Mellisent Mabelle,Level 6,Location 3,Client Service Staff,Confirmed Staff,Ardys Katerine,2016-11-30,Active,2021-11-30,840,709.0,169.0,96.0,35.0,0.0,540.0,0.2383638928067701,1826
726,PC - 1,Doti Enrichetta,Level 8,Location 3,Client Service Staff,Confirmed Staff,Erminie Ericka,2016-11-30,Active,2021-11-30,760,726.0,633.0,8.0,26.0,0.0,93.0,0.871900826446281,1826
727,PC - 1,Helyn Casie,Level 6,Location 3,Client Service Staff,Confirmed Staff,Ardys Katerine,2016-11-30,Active,2021-11-30,720,503.0,0.0,48.0,169.0,0.0,507.5,0.0,1826
728,PC - 5,Sibelle Karel,Level 8,Location 3,Client Service Staff,Serving Notice Period,Gavra Kayle,2016-11-30,Active,2021-11-30,720,584.0,280.0,88.0,48.0,0.0,397.0,0.4794520547945205,1826
729,PC - 1,Valina Philis,Level 7,Location 3,Client Service Staff,Serving Notice Period,Vinni Calypso,2016-11-30,Resigned,2017-04-30,720,504.0,291.0,56.0,160.0,0.0,261.0,0.5773809523809523,151
730,PC - 2,Mercie Jaquenette,Level 8,Location 9,Client Service Staff,Confirmed Staff,Jolyn Briney,2016-11-30,Active,2021-11-30,720,599.0,559.0,104.0,17.0,0.0,80.0,0.9332220367278798,1826
731,PC - 5,Maddalena Margarette,Level 8,Location 1,Client Service Staff,Staff on Probation,Tommy Muire,2016-12-31,Active,2021-11-30,680,660.0,632.0,8.0,12.0,0.0,32.0,0.9575757575757575,1795
732,PC - 2,Catlaina Sonni,Level 8,Location 9,Client Service Staff,Staff on Probation,Imelda Madalena,2016-12-31,Active,2021-11-30,680,392.0,357.0,263.0,25.0,0.0,35.0,0.9107142857142857,1795
733,PC - 1,Lucille Katrinka,Level 6,Location 3,Client Service Staff,Staff on Probation,Ezmeralda Nisse,2016-12-31,Active,2021-11-30,680,585.0,488.0,72.0,23.0,0.0,97.0,0.8341880341880342,1795
734,PC - 6,Merrile Libbi,Level 8,Location 1,Client Service Staff,Staff on Probation,Tiena Hatti,2016-12-31,Active,2021-11-30,680,505.0,449.0,48.0,127.0,0.0,80.0,0.8891089108910891,1795
735,PC - 3,Janella Maureen,Level 8,Location 1,Client Service Staff,Staff on Probation,Ali Elsinore,2016-12-31,Active,2021-11-30,680,585.0,116.0,64.0,31.0,0.0,469.0,0.19829059829059828,1795
736,PC - 2,Sallie Kiah,Level 5,Location 7,Client Service Staff,Staff on Probation,Trudey Lissi,2016-12-31,Active,2021-11-30,680,603.0,0.0,48.0,29.0,0.0,603.0,0.0,1795
737,PC - 3,Kerrin Miquela,Level 6,Location 1,Client Service Staff,Staff on Probation,Nikolia Shirl,2016-12-31,Active,2021-11-30,600,482.0,172.0,56.0,62.0,116.0,195.0,0.35684647302904565,1795
